Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
5/26/2015,1:17:00,MCP,"5th district, Germantown",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,MIDDLEBROOK RD @ GREAT SENECA HWY,39.17310333,-77.26202333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,FORD,FUSION,SILVER,Citation,21-204(b),Transportation Article,No,BLACK,F,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.1731033333333, -77.2620233333333)"
9/24/2015,19:20:00,MCP,"2nd district, Bethesda",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,MAC ARTHUR BLV AT 77TH ST,39.0839,-77.153655,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2010,TOYOTA,SIENA,TAN,Citation,21-902(a2),Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,"(39.0839, -77.153655)"
9/9/2015,8:47:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,GEORGIA @ CONNECTICUT,39.088345,-77.07997167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,BMW,550I,BLACK,Citation,13-401(h),Transportation Article,No,WHITE,M,PHOENIX,MD,MD,A - Marked Patrol,"(39.088345, -77.0799716666667)"
3/4/2016,7:13:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,GEORGIA AVE/ ARVOLA AVE,39.04710667,-77.05074667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,CHEVROLET,EXPRESS,WHITE,Citation,16-303(c),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0471066666667, -77.0507466666667)"
8/9/2015,7:43:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,GEORGIA AVE @ PRINCE PHILLIP RD,39.14234333,-77.06734,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,DODGE,CHALLENGER,SILVER,Citation,13-401(h),Transportation Article,No,BLACK,M,BLADENSBURG,MD,MD,A - Marked Patrol,"(39.1423433333333, -77.06734)"
11/13/2015,14:51:00,MCP,"3rd district, Silver Spring",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,16TH ST/ 2ND AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HONDA,CIVIC,"BLUE, LIGHT",Citation,21-801(b),Transportation Article,Yes,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
8/16/2015,4:40:00,MCP,"1st district, Rockville",DRIVING VEH. WHILE SO FAR IMPAIRED BY DRUGS AND ALCOHOL CANNOT DRIVE SAFELY,17100 CAMPELL FARM RD/17010 SPATES HILL,39.11340333,-77.235325,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2006,HONDA,PILOT,GREEN,Citation,21-902(c1),Transportation Article,Yes,BLACK,M,POOLESVILLE,MD,MD,A - Marked Patrol,"(39.1134033333333, -77.235325)"
11/13/2015,11:59:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 86 MPH IN A POSTED 55 MPH ZONE,SB 29 / RTE 198,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,TOYT,COROLLA,GOLD,Citation,21-801.1,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,Q - Marked Laser,
10/19/2015,23:54:00,MCP,"3rd district, Silver Spring","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",11177 NEW HAMPSHIRE AVE,,,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2004,FORD,TK,RED,Citation,21-901.1(b),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,LA,A - Marked Patrol,
11/18/2015,8:45:00,MCP,"4th district, Wheaton",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,UNVERSITY BLVD / NEWPORT MILL,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,NISSAN,SENTRA,RED,Citation,13-411(a),Transportation Article,No,HISPANIC,F,WHEATON,MD,MD,A - Marked Patrol,
9/23/2015,9:52:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,GEORGIA AVE AND FOREST GLEN RD,39.02451667,-77.04680667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,FORD,EXPLORER XLT,RED,Citation,13-411(d),Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0245166666667, -77.0468066666667)"
10/4/2015,21:47:00,MCP,"5th district, Germantown",POSSESSING SUSPENDED LIC.,SHADYSIDE LN @ CRYSTAL ROCK DR,39.19516667,-77.27211333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,TOYT,SIENNA,GRAY,Citation,16-301(j),Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1951666666667, -77.2721133333333)"
2/4/2015,12:30:00,MCP,"1st district, Rockville",DRIVER CHANGING LANES WHEN UNSAFE,I 270 SB @ FALLS RD,39.07436833,-77.166235,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,HOND,SU,BLUE,Citation,21-309(b),Transportation Article,No,BLACK,F,MONTGOMERY VILLAGE,MD,MD,B - Unmarked Patrol,"(39.0743683333333, -77.166235)"
7/25/2015,10:21:00,MCP,"2nd district, Bethesda",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,MORGAL ST @ ARCTIC AVE,39.09020167,-77.09171333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,FORD,TK,BLUE,Citation,13-411(a),Transportation Article,No,WHITE,M,BROOKEVILLE,MD,MD,A - Marked Patrol,"(39.0902016666667, -77.0917133333333)"
8/20/2015,22:36:00,MCP,"2nd district, Bethesda",FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,355 @ WILSON,38.99952,-77.09774167,No,No,No,No,No,No,No,No,No,No,PA,02 - Automobile,2001,TOYT,AVALON,SILVER,Citation,21-405(e1),Transportation Article,No,WHITE,M,BETHESDA,MD,PA,A - Marked Patrol,"(38.99952, -77.0977416666667)"
10/28/2015,19:45:00,MCP,"5th district, Germantown",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,20924 FREDERICK RD,39.20164333,-77.24978667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,TOYT,4S,TAN,Citation,21-502(a2),Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.2016433333333, -77.2497866666667)"
1/5/2016,13:38:00,MCP,"3rd district, Silver Spring",POSSESSING SUSPENDED LIC.,8311 PINEY BRANCH ROAD,38.99495833,-77.00747833,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2002,GMC,YUKON XL,BLACK,Citation,16-301(j),Transportation Article,No,ASIAN,M,WALDORF,MD,MD,A - Marked Patrol,"(38.9949583333333, -77.0074783333333)"
3/11/2016,0:31:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,AUBURN AVE / OLD GEORGETOWN RD,38.98233,-77.09452333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,TOYOTA,HIGHLANDER,BLUE,Citation,21-902(a1),Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,"(38.98233, -77.0945233333333)"
7/25/2015,1:06:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,4514 BAYNE ST,39.05138,-77.04407167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,ACURA,4D,SILVER,Citation,21-202(h1),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.05138, -77.0440716666667)"
8/8/2015,22:10:00,MCP,"6th district, Gaithersburg / Montgomery Village",HOLDER OF LEARNER'S PERMIT DRIVING WITH UN- AUTHORIZED PERSON OCCUPYING FRONT SEAT,CONTOUR/LOST KNIFE,39.15756833,-77.19884,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,TOYT,2S,BLUE,Citation,16-105(b2),Transportation Article,No,HISPANIC,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.1575683333333, -77.19884)"
9/18/2015,1:03:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING A MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,DIAMONDBACK DR @ SAM EIG HWY,39.11201667,-77.21025333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,TOYT,4S,BLACK,Citation,16-101(a),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1120166666667, -77.2102533333333)"
11/19/2015,2:12:00,MCP,"3rd district, Silver Spring",POSSESSING SUSPENDED LIC.,PROSPERITY DR / TECH RD,39.05776667,-76.96794333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,HYUN,2S,RED,Citation,16-301(j),Transportation Article,No,BLACK,M,BROOKLYN,MD,MD,A - Marked Patrol,"(39.0577666666667, -76.9679433333333)"
12/17/2015,16:24:00,MCP,"3rd district, Silver Spring",FAILURE TO RETURN TO & REMAIN AT SCENE OF ACCIDENTINVOLVING ATTENDED VEH.DAMAGE,FENTON ST / ROEDER RD,,,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,1997,HONDA,CIVIC,BLUE,Citation,20-103(b),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,
6/28/2015,22:53:00,MCP,"4th district, Wheaton",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,NB GEORGIA AVE/PLYERS MILL RD,38.99747,-77.10977833,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,2013,KAW,MOTORCYCLE,BLACK,Citation,21-801(b),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.99747, -77.1097783333333)"
10/27/2015,3:08:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,CONNECTICUT AVE @ ASPEN HILL RD,39.10972333,-77.210095,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,ACUR,2S,WHITE,Citation,13-401(h),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1097233333333, -77.210095)"
8/7/2015,17:03:00,MCP,"4th district, Wheaton","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",RANDOLPH RD @ DENLEY RD,39.06078833,-77.06117,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,1990,HONDA,CIVIC,WHITE,Citation,16-303(h),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0607883333333, -77.06117)"
8/17/2015,11:58:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 46 MPH IN A POSTED 30 MPH ZONE,GEORGIA AVE/ URBANA DR,39.06119,-77.05323167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,TOYOTA,TK,BLACK,Citation,21-801.1,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,Q - Marked Laser,"(39.06119, -77.0532316666667)"
1/5/2016,13:08:00,MCP,"3rd district, Silver Spring",FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION,SOUTHBOUND 29/TECH ROAD,39.01440167,-77.03423,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,NISSAN,ALTIMA,GOLD,Citation,21-801(b),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0144016666667, -77.03423)"
11/25/2015,1:51:00,MCP,"2nd district, Bethesda",DRIVING  MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,623 SLIGO AVE,,,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2005,CHEVEROLET,AVEO,SILVER,Citation,16-101(a),Transportation Article,No,HISPANIC,M,WASHINGTON,DC,XX,A - Marked Patrol,
9/19/2015,16:16:00,MCP,"3rd district, Silver Spring",FAILURE YIELD RIGHT OF WAY ON LEFT TURN,8621 16TH ST. SILVER SPRING MD 20902,38.99800333,-77.03837833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,2004,MITSUBISHI,WHITE,Citation,21-402(a),Transportation Article,Yes,HISPANIC,M,SILVER SPRING,MD,US,A - Marked Patrol,"(38.9980033333333, -77.0383783333333)"
9/3/2015,21:46:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,GEORGIA AVE @ FENTON ST,38.99810667,-77.02696833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,BMW,4S,"GREEN, DK",Citation,16-303(c),Transportation Article,No,BLACK,M,BELTSVILLE,MD,MD,A - Marked Patrol,"(38.9981066666667, -77.0269683333333)"
12/14/2015,9:25:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,CAMERON ST @ GEORGIA AVE,38.99714,-77.03027333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,CHRY,VN,BLUE,Citation,13-401(h),Transportation Article,No,BLACK,M,BURTONSVILLE,MD,MD,A - Marked Patrol,"(38.99714, -77.0302733333333)"
2/7/2016,13:27:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,RANDOLPH ROAD @ GLENMONT CIRCLE,39.059535,-77.04783667,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,JEEP,4X4,WHITE,Citation,13-401(h),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.059535, -77.0478366666667)"
8/18/2015,13:57:00,MCP,"4th district, Wheaton","FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,",GEORGIA AVE / ROSSMOOR BLVD,39.10211667,-77.07697333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,TOYOTA,SEQUOIA,"GREEN, DK",Citation,21-405(e1),Transportation Article,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1021166666667, -77.0769733333333)"
11/10/2015,23:23:00,MCP,"3rd district, Silver Spring",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,10506 NEW HAMPSHIRE AVENUE,39.02728,-76.98226667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,SAAB,4S,"BLUE, DARK",Citation,16-101(a),Transportation Article,No,WHITE,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.02728, -76.9822666666667)"
11/27/2015,21:39:00,MCP,"5th district, Germantown",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,GERMANTOWN RD @ CLOPPER RD,39.16092833,-77.283615,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CHEV,4S,GRAY,Citation,13-411(f),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1609283333333, -77.283615)"
8/26/2015,2:09:00,MCP,"5th district, Germantown",DRIVING WHILE IMPAIRED BY ALCOHOL,RIDGE RD/OBSERVATION DR,39.18485833,-77.26285,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,BMW,2S,BLACK,Citation,21-902(b1),Transportation Article,No,WHITE,F,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.1848583333333, -77.26285)"
12/9/2015,14:33:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,3901 ASPEN HILL ROAD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYT,SU,WHITE,Citation,21-502(a2),Transportation Article,Yes,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,
12/20/2015,14:15:00,MCP,"4th district, Wheaton",UNSAFE BACKING OF MOTOR VEH.,11303 AMHERST AVE,39.04216167,-77.04793,No,No,No,No,No,No,No,No,No,No,US,28 - Other,2015,UNKNOWN,UNKNOWN,WHITE,Citation,21-1102(a),Transportation Article,No,BLACK,M,BALTIMORE,MD,MD,A - Marked Patrol,"(39.0421616666667, -77.04793)"
9/15/2015,10:16:00,MCP,"3rd district, Silver Spring",FAILURE TO STOP AFTER ACCIDENT INVOLVING DAMAGE TO ATTENDED VEH.,495 / UNIVERSITY BLVD E,39.04619,-76.837895,No,No,No,Yes,No,No,No,No,No,No,MD,05 - Light Duty Truck,1999,CHEV,TAHOE,RED,Citation,20-103(a),Transportation Article,No,BLACK,M,LAUREL,MD,MD,A - Marked Patrol,"(39.04619, -76.837895)"
7/11/2015,5:42:00,MCP,"2nd district, Bethesda",FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION,11323 SCHUYLKILL RD,39.08354667,-77.15228167,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2006,HONDA,CIVIC,BLACK,Citation,21-801(b),Transportation Article,Yes,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.0835466666667, -77.1522816666667)"
1/20/2012,7:30:00,MCP,"1st district, Rockville",suspended,270 N/ 370,39.10485923,-77.181254,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,TOYT,4S,SILVER,Citation,13-701(a),Transportation Article,No,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1048592333333, -77.181254)"
3/8/2012,9:50:00,MCP,"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,SB AVERY RD @ WARM SPRINGS DR,39.11510132,-77.1219468,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2011,HYUN,TK,BLACK,Citation,21-801.1,Transportation Article,No,WHITE,F,MOUNT AIRY,MD,MD,Q - Marked Laser,"(39.1151013166667, -77.1219468)"
12/15/2013,2:35:00,MCP,"1st district, Rockville",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,NORFOLK AVE AT RUGBY AVE BETHESDA,39.11378667,-77.23571833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,JEEP,CHEROKEE,WHITE,Citation,21-902(a1),Transportation Article,No,WHITE,F,DAMASCUS,MD,MD,B - Unmarked Patrol,"(39.1137866666667, -77.2357183333333)"
3/2/2012,6:53:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,3300 BLOCK OF DAMASCUS ROAD,39.22602173,-77.06702828,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2009,FORD,FLEX,BLACK,Citation,21-801.1,Transportation Article,No,WHITE,F,MOUNT AIRY,MD,MD,Q - Marked Laser,"(39.2260217333333, -77.0670282833333)"
2/23/2012,10:45:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,S/B 22000 BLK RT.650,39.21712538,-77.05467208,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,TOYT,RAV4,,Citation,21-801.1,Transportation Article,No,WHITE,F,JEFFERSON,MD,MD,Q - Marked Laser,"(39.2171253833333, -77.0546720833333)"
4/22/2014,8:02:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE,GEORGIA AVE AT SHOREFIELD RD,39.05243,-77.05060333,No,No,No,No,No,No,No,No,No,No,MD,08 - Recreational Vehicle,2004,TOYOTA,HIGHLANDER,GRAY,Citation,21-801.1,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.05243, -77.0506033333333)"
12/4/2012,18:46:00,MCP,"5th district, Germantown",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,GREAT SENECA HIGHWAY @ WISTERIA DRIVE,39.17431578,-77.26122693,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,FORD,TRUCK,GREEN,Citation,16-101(a),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1743157833333, -77.2612269333333)"
4/1/2012,21:42:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE OF VEH. DRIVER IN ACCIDENT TO LOCATE AND NOTIFY OWNER OF UNATTENDED VEH.OF DAMAGE,MIDTOWN RD/HART RD,39.14958812,-77.2339197,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,TOYOTA,CAMRY,SILVER,Citation,20-105(b),Transportation Article,No,WHITE,M,N POTOMAC,MD,MD,A - Marked Patrol,"(39.1495881166667, -77.2339197)"
1/20/2013,6:18:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 74 MPH IN A POSTED 55 MPH ZONE,NB I270 FROM RT28 TO MVA,39.16288268,-77.23589643,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,TOYT,RAV4,WHITE,Citation,21-801.1,Transportation Article,No,ASIAN,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1628826833333, -77.2358964333333)"
4/23/2013,11:39:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,LELAND ST AT WISCONSIN AVENUE,38.98010927,-77.09180783,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,BENTLEY,4DR,BLACK,Citation,13-401(h),Transportation Article,No,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,"(38.9801092666667, -77.0918078333333)"
8/1/2014,17:24:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,WASHINGTON GROVE LA / MCCAULEY ST,39.1430377,-77.17534468,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,3003,HYNDAI,ELANTRA,GRAY,Citation,13-409(b),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1430377, -77.1753446833333)"
10/15/2012,17:20:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEH. ON HWY. ON REVOKED LIC. AND PRIVILEGE,N/B AMHERST AVE @ WINDHAM DR,39.03275528,-77.04710808,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,TOYOTA,CAMRY,BROWN,Citation,16-303(d),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.0327552833333, -77.0471080833333)"
4/21/2012,10:24:00,MCP,"5th district, Germantown",FAILURE VEH. TO YIELD INTERSECTION RIGHT-OF-WAY TO ANOTHER VEH.,KINSTER/CRYSTAL ROCK DRIVE,39.19620457,-77.27378322,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,BUICK,LESABRE,GRAY,Citation,21-401,Transportation Article,No,ASIAN,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1962045666667, -77.2737832166667)"
11/4/2012,17:30:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,EMORY LANE AND GEORGE WASHINGTON DR,39.12406188,-77.09058425,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,TOYOTA,TACOMA,"GREEN, DK",Citation,21-801.1,Transportation Article,No,HISPANIC,M,CAPITOL HEIGHTS,MD,MD,Q - Marked Laser,"(39.1240618833333, -77.09058425)"
6/6/2013,9:01:00,MCP,"1st district, Rockville",DRIVER CHANGING LANES WHEN UNSAFE,W MONTGOMERY AVE  @ DARNESTOWN RD,39.09261167,-77.18223667,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2000,ACURA,INTEGRA,GREEN,Citation,21-309(b),Transportation Article,No,WHITE,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.0926116666667, -77.1822366666667)"
6/8/2013,15:11:00,MCP,"6th district, Gaithersburg / Montgomery Village",PASSENGER AGE 16 OR MORE IN OUTBOARD FRONT SEAT OF MOTOR VEHICLE WITHOUT SEATBELT RESTRAINT,BRINK RD @ RT 108,39.2119635,-77.14224803,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2002,FORD,F150,MAROON,Citation,22-412.3(c),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.2119635, -77.1422480333333)"
1/23/2012,0:10:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106,UNIVERSITY BLVD / AMHERST AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,JEEP,SUV,WHITE,Citation,16-303(h),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,
3/14/2013,2:05:00,MCP,"4th district, Wheaton","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",S/B GEORGIA AVE @ OLD BALTIMORE ROAD,39.11417432,-77.0756732,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,MAZD,2.5,WHITE,Citation,22-201.1,Transportation Article,No,OTHER,F,OLNEY,MD,MD,A - Marked Patrol,"(39.1141743166667, -77.0756732)"
9/6/2014,22:34:00,MCP,Headquarters and Special Operations,HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION,PINEY MEETINGHOUSE RD/PINEY MEETINGHOUSE,39.14953167,-77.23451833,No,No,No,No,Yes,No,No,No,No,No,MD,02 - Automobile,2005,CHEV,TRAILBLAZER,GRAY,Citation,16-105(b1),Transportation Article,Yes,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1495316666667, -77.2345183333333)"
9/23/2012,0:37:00,MCP,"4th district, Wheaton",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,N/B GEORGIA AVE @ PLYERS MILL RD,39.05841613,-77.04827417,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,TOYOTA,4RUNNER,MAROON,Citation,21-402(a),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.0584161333333, -77.0482741666667)"
