Report_No,Reported_Date,Reported Time,From_Date,From Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Invl_No,Involvement,Race,Sex,Age,Location 1
90000587,01-03-2009 00:00,09:39,01-02-2009 00:00,19:00,1401,290,Property Damage,532,10100  BENNINGTON AV,KANSAS CITY,64134,PJ6729,SPD,U,1,SUS,U,U,,"10100 BENNINGTON AV
KANSAS CITY, MO 64134
(38.94187221700048, -94.51197712699968)"
90000594,01-03-2009 00:00,10:17,01-03-2009 00:00,00:01,1401,290,Property Damage,642,7700  N WABASH AV,KANSAS CITY,64118,PC0456,SCP,U,1,SUS,U,U,,"7700 WABASH AV
KANSAS CITY, MO 64118
(39.23356410100047, -94.55020394999968)"
90000591,01-03-2009 00:00,10:03,12/31/2008 0:00,15:30,650,23G,Stealing Auto Parts/,631,3800  N EUCLID AV,KANSAS CITY,64116,PC1305,SCP,U,1,VIC,W,M,57,"3800 EUCLID AV
KANSAS CITY, MO 64116
(39.16306273000049, -94.55643062599967)"
90000588,01-03-2009 00:00,09:53,01-01-2009 00:00,02:00,640,23F,Stealing From Auto,131,1000  W 38 ST,KANSAS CITY,64111,PJ3046,CPD,U,1,VIC,W,F,31,"1000 38 ST
KANSAS CITY, MO 64111
(39.05821329300045, -94.59777198999967)"
90000598,01-03-2009 00:00,10:25,01-02-2009 00:00,12:40,501,220,Burglary - Residence,234,8500  HOLMES RD ,KANSAS CITY,64131,PJ6107,MPD,U,1,VIC,W,M,34,"8500 HOLMES RD
KANSAS CITY, MO 64131
(38.97365427700049, -94.58122751199966)"
90000588,01-03-2009 00:00,09:53,01-01-2009 00:00,02:00,640,23F,Stealing From Auto,131,1000  W 38 ST,KANSAS CITY,64111,PJ3046,CPD,U,1,SUS,U,U,,"1000 38 ST
KANSAS CITY, MO 64111
(39.05821329300045, -94.59777198999967)"
90000597,01-03-2009 00:00,10:42,01-02-2009 00:00,20:00,690,23H,Stealing All Other,314,4700  INDEPENDENCE AV,KANSAS CITY,64124,PJ0617,EPD,U,1,VIC,B,F,30,"4700 INDEPENDENCE AV
KANSAS CITY, MO 64124
(39.105528008000476, -94.52709966799966)"
90000602,01-03-2009 00:00,10:30,01-03-2009 00:00,10:30,2601,90Z,Misc Violation,631,I 35-29 HW/NE PARVIN RD,KANSAS CITY,64116,PC1224,SCP,U,1,SUS,W,M,16,"29 HW NE PARVIN RD
KANSAS CITY, MO 64116
(39.15775379600046, -94.57280868899966)"
90000592,01-03-2009 00:00,10:05,12/31/2008 0:00,19:30,690,23H,Stealing All Other,333,3900  MONROE AV,KANSAS CITY,64127,PJ3205,EPD,U,1,SUS,U,U,,"3900 MONROE AV
KANSAS CITY, MO 64127
(39.05486252000048, -94.54095607599965)"
90000587,01-03-2009 00:00,09:39,01-02-2009 00:00,19:00,1401,290,Property Damage,532,10100  BENNINGTON AV,KANSAS CITY,64134,PJ6729,SPD,U,1,VIC,B,F,33,"10100 BENNINGTON AV
KANSAS CITY, MO 64134
(38.94187221700048, -94.51197712699968)"
90066242,8/26/2009 0:00,17:01,8/23/2009 0:00,22:00,301,120,Strong Arm Robbery,311,N JACKSON AV/ST JOHN AV,KANSAS CITY,64123,PJ0293,EPD,U,1,VIC,W,F,43,"N JACKSON AV ST JOHN AV KANSAS CITY, MO 64123
(39.11344343000047, -94.52553937499965)"
90051932,07-10-2009 00:00,08:07,07-10-2009 00:00,03:00,1401,290,Property Damage,345,12400  E 55 TE,KANSAS CITY,64133,PJ4610,EPD,U,4,SUS,U,U,,"12400 55
TE KANSAS CITY, MO 64133
(39.01552004100046, -94.45947791099968)"
90000604,01-03-2009 00:00,11:13,01-03-2009 00:00,05:00,1401,290,Property Damage,542,5800  E 95 TE,KANSAS CITY,64134,PJ6545,SPD,U,1,SUS,U,U,,"5800 95
TE KANSAS CITY, MO 64134
(38.931213900000444, -94.5017765399997)"
90000613,01-03-2009 00:00,11:52,01-02-2009 00:00,21:00,650,23G,Stealing Auto Parts/,314,4400  INDEPENDENCE AV,KANSAS CITY,64127,PJ0728,EPD,U,1,SUS,U,U,,"4400 INDEPENDENCE AV
KANSAS CITY, MO 64127
(39.10564763400049, -94.5305391929997)"
90000603,01-03-2009 00:00,10:51,12/22/2008 0:00,05:30,1401,290,Property Damage,221,5300  SUNSET DR,KANSAS CITY,64112,PJ4196,MPD,U,1,VIC,W,M,52,"5300 SUNSET DR
KANSAS CITY, MO 64112
(39.03115609000048, -94.6026021299997)"
90000610,01-03-2009 00:00,11:47,12/30/2008 0:00,17:00,670,23D,Stealing from Buildi,632,3600  N ANTIOCH RD,KANSAS CITY,64117,PC1356,SCP,U,1,VIC,W,F,41,"3600 ANTIOCH RD
KANSAS CITY, MO 64117
(39.15976747200045, -94.54677743799965)"
90000606,01-03-2009 00:00,11:30,12/26/2008 0:00,23:59,640,23F,Stealing From Auto,221,300  E EMANUEL CLEAVER II BL,KANSAS CITY,64112,PJ3774,MPD,U,1,VIC,W,F,33,"300 EMANUEL
CLEAVER II BL KANSAS CITY, MO 64112
(39.039812967000444, -94.5913966229997)"
90000602,01-03-2009 00:00,10:30,01-03-2009 00:00,10:30,2601,90Z,Misc Violation,631,I 35-29 HW/NE PARVIN RD,KANSAS CITY,64116,PC1224,SCP,U,1,VIC,W,M,37,"29 HW NE PARVIN RD
KANSAS CITY, MO 64116
(39.15775379600046, -94.57280868899966)"
90000611,01-03-2009 00:00,11:48,12/30/2008 0:00,17:00,1122,26B,Credit/Debit/ATM Car,632,3600  N ANTIOCH RD,KANSAS CITY,64117,PC1356,SCP,U,1,SUS,U,U,,"3600 ANTIOCH RD
KANSAS CITY, MO 64117
(39.15976747200045, -94.54677743799965)"
90000616,01-03-2009 00:00,12:08,01-02-2009 00:00,23:00,702,240,Auto Theft,315,5600  ST JOHN AV,KANSAS CITY,64124,PJ0300,EPD,U,1,SUS,U,U,,"5600 ST JOHN AV
KANSAS CITY, MO 64124
(39.11240824300046, -94.51616993699969)"
90000613,01-03-2009 00:00,11:52,01-02-2009 00:00,21:00,650,23G,Stealing Auto Parts/,314,4400  INDEPENDENCE AV,KANSAS CITY,64127,PJ0728,EPD,U,1,VIC,B,M,42,"4400 INDEPENDENCE AV
KANSAS CITY, MO 64127
(39.10564763400049, -94.5305391929997)"
90000604,01-03-2009 00:00,11:13,01-03-2009 00:00,05:00,1401,290,Property Damage,542,5800  E 95 TE,KANSAS CITY,64134,PJ6545,SPD,U,1,VIC,B,F,34,"5800 95
TE KANSAS CITY, MO 64134
(38.931213900000444, -94.5017765399997)"
90000605,01-03-2009 00:00,11:05,01-03-2008 00:00,00:15,302,120,Armed Robbery,315,ST JOHN AV/N WHITE AV,KANSAS CITY,64124,PJ0308,EPD,U,2,SUS,W,F,,"ST JOHN AV N WHITE AV KANSAS CITY, MO 64124
(39.10688247100046, -94.54360590699969)"
90000606,01-03-2009 00:00,11:30,12/26/2008 0:00,23:59,640,23F,Stealing From Auto,221,300  E EMANUEL CLEAVER II BL,KANSAS CITY,64112,PJ3774,MPD,U,1,SUS,U,U,,"300 EMANUEL
CLEAVER II BL KANSAS CITY, MO 64112
(39.039812967000444, -94.5913966229997)"
90000603,01-03-2009 00:00,10:51,12/22/2008 0:00,05:30,1401,290,Property Damage,221,5300  SUNSET DR,KANSAS CITY,64112,PJ4196,MPD,U,1,SUS,U,U,,"5300 SUNSET DR
KANSAS CITY, MO 64112
(39.03115609000048, -94.6026021299997)"
90000611,01-03-2009 00:00,11:48,12/30/2008 0:00,17:00,1122,26B,Credit/Debit/ATM Car,632,3600  N ANTIOCH RD,KANSAS CITY,64117,PC1356,SCP,U,1,VIC,W,F,41,"3600 ANTIOCH RD
KANSAS CITY, MO 64117
(39.15976747200045, -94.54677743799965)"
90000607,01-03-2009 00:00,11:26,01-01-2009 00:00,12:00,650,23G,Stealing Auto Parts/,311,5100  ST JOHN AV,KANSAS CITY,64124,PJ0292,EPD,U,1,VIC,U,M,38,"5100 ST JOHN AV
KANSAS CITY, MO 64124
(39.11258742700045, -94.52204941499969)"
90000605,01-03-2009 00:00,11:05,01-03-2008 00:00,00:15,302,120,Armed Robbery,315,ST JOHN AV/N WHITE AV,KANSAS CITY,64124,PJ0308,EPD,U,1,VIC,B,F,24,"ST JOHN AV N WHITE AV KANSAS CITY, MO 64124
(39.10688247100046, -94.54360590699969)"
90000627,01-03-2009 00:00,13:02,01-03-2009 00:00,13:00,1401,290,Property Damage,321,CEASAR CHAVEZ/HOLLY,KANSAS CITY,64110,PJ1150,EPD,U,1,SUS,U,U,,"CEASAR CHAVEZ HOLLY KANSAS CITY, MO 64110
(39.03595025700048, -94.5732171199997)"
90100442,12/27/2009 0:00,19:36,12/22/2009 0:00,23:00,640,23F,Stealing From Auto,531,E BANNISTER RD/HARRISON ST,KANSAS CITY,64131,PJ6368,MPD,U,1,VIC,W,F,46,"E BANNISTER RD HARRISON ST KANSAS CITY, MO 64131
(38.96538302300047, -94.57690602899964)"
90000625,01-03-2009 00:00,13:07,01-02-2009 00:00,17:00,1401,290,Property Damage,114,2800  MADISON AV,KANSAS CITY,64108,PJ2265,CPD,U,1,VIC,B,F,27,"2800 MADISON AV
KANSAS CITY, MO 64108
(39.07625295700046, -94.59549576699965)"
90000627,01-03-2009 00:00,13:02,01-03-2009 00:00,13:00,401,13A,Aggravated Assault (,321,CEASAR CHAVEZ/HOLLY,KANSAS CITY,64110,PJ1150,EPD,U,1,SUS,U,U,,"CEASAR CHAVEZ HOLLY KANSAS CITY, MO 64110
(39.03595025700048, -94.5732171199997)"
90000625,01-03-2009 00:00,13:07,01-02-2009 00:00,17:00,1401,290,Property Damage,114,2800  MADISON AV,KANSAS CITY,64108,PJ2265,CPD,U,1,SUS,U,U,,"2800 MADISON AV
KANSAS CITY, MO 64108
(39.07625295700046, -94.59549576699965)"
90000619,01-03-2009 00:00,11:38,12/31/2008 0:00,23:00,501,220,Burglary - Residence,233,1300  E 81 ST,KANSAS CITY,64131,PJ5890,MPD,U,1,SUS,U,U,,"1300 81 ST
KANSAS CITY, MO 64131
(38.98140780900047, -94.57363985699965)"
90000624,01-03-2009 00:00,12:21,01-03-2009 00:00,12:00,802,13B,Non Agg Assault Dome,632,3000  NE 37 ST ,KANSAS CITY,64116,PC1356,SCP,Y,1,SUS,W,F,26,"3000 37 ST
KANSAS CITY, MO 64116
(39.160961779000445, -94.5819456809997)"
90000627,01-03-2009 00:00,13:02,01-03-2009 00:00,13:00,401,13A,Aggravated Assault (,321,CEASAR CHAVEZ/HOLLY,KANSAS CITY,64110,PJ1150,EPD,U,2,VIC,W,F,17,"CEASAR CHAVEZ HOLLY KANSAS CITY, MO 64110
(39.03595025700048, -94.5732171199997)"
90000622,01-03-2009 00:00,12:54,01-03-2009 00:00,11:00,650,23G,Stealing Auto Parts/,314,4500  INDEPENDENCE AV,KANSAS CITY,64124,PJ0734,EPD,U,1,VIC,W,F,28,"4500 INDEPENDENCE AV
KANSAS CITY, MO 64124
(39.105608547000486, -94.52933938699965)"
90000616,01-03-2009 00:00,12:08,01-02-2009 00:00,23:00,702,240,Auto Theft,315,5600  ST JOHN AV,KANSAS CITY,64124,PJ0300,EPD,U,1,VIC,W,M,,"5600 ST JOHN AV
KANSAS CITY, MO 64124
(39.11240824300046, -94.51616993699969)"
90000626,01-03-2009 00:00,13:26,12/28/2008 0:00,12:00,831,13C,Intimidation,342,8800  E 23 ST,KANSAS CITY,64129,PJ2193,EPD,U,1,VIC,W,F,33,"8800 23 ST
KANSAS CITY, MO 64129
(39.0804536550005, -94.47868469199966)"
90000622,01-03-2009 00:00,12:54,01-03-2009 00:00,11:00,650,23G,Stealing Auto Parts/,314,4500  INDEPENDENCE AV,KANSAS CITY,64124,PJ0734,EPD,U,1,SUS,U,U,,"4500 INDEPENDENCE AV
KANSAS CITY, MO 64124
(39.105608547000486, -94.52933938699965)"
90000627,01-03-2009 00:00,13:02,01-03-2009 00:00,13:00,1401,290,Property Damage,321,CEASAR CHAVEZ/HOLLY,KANSAS CITY,64110,PJ1150,EPD,U,2,SUS,W,M,20,"CEASAR CHAVEZ HOLLY KANSAS CITY, MO 64110
(39.03595025700048, -94.5732171199997)"
90000627,01-03-2009 00:00,13:02,01-03-2009 00:00,13:00,401,13A,Aggravated Assault (,321,CEASAR CHAVEZ/HOLLY,KANSAS CITY,64110,PJ1150,EPD,U,2,SUS,W,M,20,"CEASAR CHAVEZ HOLLY KANSAS CITY, MO 64110
(39.03595025700048, -94.5732171199997)"
90000624,01-03-2009 00:00,12:21,01-03-2009 00:00,12:00,802,13B,Non Agg Assault Dome,632,3000  NE 37 ST ,KANSAS CITY,64116,PC1356,SCP,Y,1,VIC,W,F,49,"3000 37 ST
KANSAS CITY, MO 64116
(39.160961779000445, -94.5819456809997)"
90000627,01-03-2009 00:00,13:02,01-03-2009 00:00,13:00,1401,290,Property Damage,321,CEASAR CHAVEZ/HOLLY,KANSAS CITY,64110,PJ1150,EPD,U,1,VIC,W,M,20,"CEASAR CHAVEZ HOLLY KANSAS CITY, MO 64110
(39.03595025700048, -94.5732171199997)"
90000626,01-03-2009 00:00,13:26,12/28/2008 0:00,12:00,831,13C,Intimidation,342,8800  E 23 ST,KANSAS CITY,64129,PJ2193,EPD,U,1,SUS,W,M,40,"8800 23 ST
KANSAS CITY, MO 64129
(39.0804536550005, -94.47868469199966)"
90000627,01-03-2009 00:00,13:02,01-03-2009 00:00,13:00,1401,290,Property Damage,321,CEASAR CHAVEZ/HOLLY,KANSAS CITY,64110,PJ1150,EPD,U,2,VIC,W,F,17,"CEASAR CHAVEZ HOLLY KANSAS CITY, MO 64110
(39.03595025700048, -94.5732171199997)"
90000627,01-03-2009 00:00,13:02,01-03-2009 00:00,13:00,401,13A,Aggravated Assault (,321,CEASAR CHAVEZ/HOLLY,KANSAS CITY,64110,PJ1150,EPD,U,1,VIC,W,M,20,"CEASAR CHAVEZ HOLLY KANSAS CITY, MO 64110
(39.03595025700048, -94.5732171199997)"
90000640,01-03-2009 00:00,14:23,01-03-2009 00:00,01:30,801,13B,Non Aggravated Assau,112,200  ADMIRAL BL,KANSAS CITY,64106,PJ0668,CPD,N,2,SUS,W,M,,"200 ADMIRAL
BL KANSAS CITY, MO 64106
(39.105432867000445, -94.58042841799966)"
90000630,01-03-2009 00:00,13:14,01-02-2009 00:00,12:00,501,220,Burglary - Residence,231,7300  JEFFERSON ST,KANSAS CITY,64114,PJ5501,MPD,U,1,SUS,U,U,,"7300 JEFFERSON ST
KANSAS CITY, MO 64114
(38.99598196800048, -94.59748557499967)"
90017100,03-09-2009 00:00,07:57,1/15/2009 0:00,12:00,2601,90Z,Misc Violation,134,100  W 47 ST,KANSAS CITY,,PJ3706,CPD,U,1,SUS,U,U,,"100 47 ST
KANSAS CITY, MO
(39.17879795200048, -94.58271006599966)"
90000633,01-03-2009 00:00,13:44,01-02-2009 00:00,12:00,1401,290,Property Damage,414,5000  NW 66 ST,KANSAS CITY,64151,PP0627,NPD,U,1,SUS,B,M,,"5000 66 ST
KANSAS CITY, MO 64151
(39.21387952400045, -94.6365924219997)"
90000640,01-03-2009 00:00,14:23,01-03-2009 00:00,01:30,801,13B,Non Aggravated Assau,112,200  ADMIRAL BL,KANSAS CITY,64106,PJ0668,CPD,U,1,VIC,W,M,23,"200 ADMIRAL
BL KANSAS CITY, MO 64106
(39.105432867000445, -94.58042841799966)"
90000642,01-03-2009 00:00,13:16,12/20/2008 0:00,12:00,501,220,Burglary - Residence,233,8400  OAK ST,KANSAS CITY,64114,PJ6043,MPD,U,1,SUS,U,U,,"8400 OAK ST
KANSAS CITY, MO 64114
(38.97495158100048, -94.5857573999997)"
90000637,01-03-2009 00:00,13:09,01-03-2009 00:00,03:30,802,13B,Non Agg Assault Dome,341,5500  E 16 ST,KANSAS CITY,64127,PJ1489,EPD,U,1,SUS,W,F,37,"5500 16 ST
KANSAS CITY, MO 64127
(39.092867854000474, -94.5180898649997)"
90000634,01-03-2009 00:00,12:33,01-03-2009 00:00,12:00,301,120,Strong Arm Robbery,343,4800  E LINWOOD BL,KANSAS CITY,64128,PJ2699,EPD,U,1,SUS,B,F,29,"4800 LINWOOD
BL KANSAS CITY, MO 64128
(39.06740375200047, -94.53796609099965)"
90000631,01-03-2009 00:00,13:39,01-03-2009 00:00,01:00,1401,290,Property Damage,635,5000  NE PARVIN RD,KANSAS CITY,64117,PC1232,SCP,U,1,SUS,U,U,,"5000 PARVIN RD
KANSAS CITY, MO 64117
(39.167051263000474, -94.52135077499969)"
90000630,01-03-2009 00:00,13:14,01-02-2009 00:00,12:00,501,220,Burglary - Residence,231,7300  JEFFERSON ST,KANSAS CITY,64114,PJ5501,MPD,U,2,VIC,W,M,68,"7300 JEFFERSON ST
KANSAS CITY, MO 64114
(38.99598196800048, -94.59748557499967)"
90000639,01-03-2009 00:00,13:11,01-03-2009 00:00,13:11,2031,90F,Family Disturbance,241,6400  INDIANA AVE,KANSAS CITY,,PJ5020,MPD,Y,1,VIC,B,M,5,"6400 INDIANA AVE
KANSAS CITY, MO
(39.01016290300049, -94.54696576999964)"
90000629,01-03-2009 00:00,12:17,01-03-2009 00:00,12:17,2601,90Z,Misc Violation,999,N 43 ST/STATE AV,KANSAS CITY,66103,PWX001,CPD,U,1,VIC,,,,"43 ST STATE AV
KANSAS CITY, MO 66103
(39.05655427300047, -94.62730809299967)"
90000634,01-03-2009 00:00,12:33,01-03-2009 00:00,12:00,301,120,Strong Arm Robbery,343,4800  E LINWOOD BL,KANSAS CITY,64128,PJ2699,EPD,U,1,VIC,B,M,45,"4800 LINWOOD
BL KANSAS CITY, MO 64128
(39.06740375200047, -94.53796609099965)"
90000629,01-03-2009 00:00,12:17,01-03-2009 00:00,12:17,2601,90Z,Misc Violation,999,N 43 ST/STATE AV,KANSAS CITY,66103,PWX001,CPD,U,1,SUS,B,M,20,"43 ST STATE AV
KANSAS CITY, MO 66103
(39.05655427300047, -94.62730809299967)"
90000637,01-03-2009 00:00,13:09,01-03-2009 00:00,03:30,802,13B,Non Agg Assault Dome,341,5500  E 16 ST,KANSAS CITY,64127,PJ1489,EPD,Y,1,VIC,W,M,59,"5500 16 ST
KANSAS CITY, MO 64127
(39.092867854000474, -94.5180898649997)"
90000639,01-03-2009 00:00,13:11,01-03-2009 00:00,13:11,2031,90F,Family Disturbance,241,6400  INDIANA AVE,KANSAS CITY,,PJ5020,MPD,U,3,SUS,B,F,16,"6400 INDIANA AVE
KANSAS CITY, MO
(39.01016290300049, -94.54696576999964)"
90000640,01-03-2009 00:00,14:23,01-03-2009 00:00,01:30,801,13B,Non Aggravated Assau,112,200  ADMIRAL BL,KANSAS CITY,64106,PJ0668,CPD,N,1,SUS,W,M,,"200 ADMIRAL
BL KANSAS CITY, MO 64106
(39.105432867000445, -94.58042841799966)"
90000632,01-03-2009 00:00,13:42,01-03-2009 00:00,12:30,640,23F,Stealing From Auto,341,8000  E TRUMAN RD,KANSAS CITY,64124,PJ1373,EPD,U,1,VIC,W,M,46,"8000 TRUMAN RD
KANSAS CITY, MO 64124
(39.093020984000475, -94.4886964749997)"
90000642,01-03-2009 00:00,13:16,12/20/2008 0:00,12:00,501,220,Burglary - Residence,233,8400  OAK ST,KANSAS CITY,64114,PJ6043,MPD,U,1,VIC,W,M,25,"8400 OAK ST
KANSAS CITY, MO 64114
(38.97495158100048, -94.5857573999997)"
90000647,01-03-2009 00:00,14:20,01-03-2009 00:00,14:10,630,23C,Stealing Shoplifting,411,300  NE ENGLEWOOD RD,KANSAS CITY,64118,PC0724,NPD,U,1,VIC,,,,"300 ENGLEWOOD RD
KANSAS CITY, MO 64118
(39.196677976000444, -94.58459805499967)"
90000651,01-03-2009 00:00,14:34,01-03-2009 00:00,14:34,1849,35A,Possession/Sale/Dist,345,E 43 ST/STERLING AV,KANSAS CITY,64133,PJ3572,EPD,U,2,ARR,B,M,27,"43 ST STERLING AV
KANSAS CITY, MO 64133
(39.01552004100046, -94.45947791099968)"
90000666,01-03-2009 00:00,16:16,12/15/2008 0:00,08:00,1197,13C,Impersonation - NOT,421,8700  NW 83 ST,KANSAS CITY,64152,PP0364,NPD,U,1,VIC,W,F,51,"8700 83 ST
KANSAS CITY, MO 64152
(39.24556609700045, -94.6808113949997)"
90000654,01-03-2009 00:00,15:02,01-03-2009 00:00,15:00,802,13B,Non Agg Assault Dome,341,5600  E 16 TE,KANSAS CITY,64127,PJ1548,EPD,U,1,VIC,W,F,23,"5600 16
TE KANSAS CITY, MO 64127
(39.08962411000044, -94.53924786699969)"
90000664,01-03-2009 00:00,15:21,01-03-2009 00:00,15:15,630,23C,Stealing Shoplifting,234,8600  WARD PK S ,KANSAS CITY,64114,PJ6174,MPD,U,1,VIC,,,,"8600 WARD PK
KANSAS CITY, MO 64114
(38.97211338700049, -94.6056733479997)"
90000649,01-03-2009 00:00,15:14,01-02-2009 00:00,08:00,2601,90Z,Misc Violation,315,5500  SCARRITT AV,KANSAS CITY,64123,PJ0243,EPD,U,1,VIC,U,M,19,"5500 SCARRITT AV
KANSAS CITY, MO 64123
(39.114256158000444, -94.51730188799968)"
90000651,01-03-2009 00:00,14:34,01-03-2009 00:00,14:34,1849,35A,Possession/Sale/Dist,345,E 43 ST/STERLING AV,KANSAS CITY,64133,PJ3572,EPD,U,1,ARR,B,M,28,"43 ST STERLING AV
KANSAS CITY, MO 64133
(39.01552004100046, -94.45947791099968)"
90000646,01-03-2009 00:00,14:22,01-03-2009 00:00,14:15,802,13B,Non Agg Assault Dome,211,5200  SOUTH BENTON AV,KANSAS CITY,64129,PJ4214,MPD,Y,1,SUS,B,F,29,"5200 BENTON AV
KANSAS CITY, MO 64129
(39.03902217600046, -94.49601940699966)"
90000654,01-03-2009 00:00,15:02,01-03-2009 00:00,15:00,802,13B,Non Agg Assault Dome,341,5600  E 16 TE,KANSAS CITY,64127,PJ1548,EPD,U,1,SUS,B,M,42,"5600 16
TE KANSAS CITY, MO 64127
(39.08962411000044, -94.53924786699969)"
90000666,01-03-2009 00:00,16:16,12/15/2008 0:00,08:00,1197,13C,Impersonation - NOT,421,8700  NW 83 ST,KANSAS CITY,64152,PP0364,NPD,U,1,SUS,U,U,,"8700 83 ST
KANSAS CITY, MO 64152
(39.24556609700045, -94.6808113949997)"
90000645,01-03-2009 00:00,14:47,01-02-2009 00:00,13:00,702,240,Auto Theft,233,1300  E 83 ST,KANSAS CITY,64131,PJ6022,MPD,U,1,VIC,B,F,39,"1300 83 ST
KANSAS CITY, MO 64131
(38.97662927300047, -94.57417326199965)"
90000643,01-03-2009 00:00,14:28,01-03-2009 00:00,14:28,630,23C,Stealing Shoplifting,345,11600  E US 40 HWY,KANSAS CITY,64135,PJ3601,EPD,U,1,VIC,,,,"11600 US 40 HWY
KANSAS CITY, MO 64135
(39.068133273000456, -94.51602867299965)"
90000663,01-03-2009 00:00,15:45,01-03-2009 00:00,15:45,1401,290,Property Damage,315,100  N BELMONT BL ,KANSAS CITY,64123,PJ0311,EPD,U,1,SUS,B,M,30,"100 BELMONT
BL KANSAS CITY, MO 64123
(39.1120446810005, -94.50941434099968)"
90000643,01-03-2009 00:00,14:28,01-03-2009 00:00,14:28,630,23C,Stealing Shoplifting,345,11600  E US 40 HWY,KANSAS CITY,64135,PJ3601,EPD,U,1,ARR,W,F,20,"11600 US 40 HWY
KANSAS CITY, MO 64135
(39.068133273000456, -94.51602867299965)"
90000642,01-03-2009 00:00,13:16,12/20/2008 0:00,12:00,501,220,Burglary - Residence,233,8400  OAK ST,KANSAS CITY,64114,PJ6043,MPD,U,2,VIC,A,M,17,"8400 OAK ST
KANSAS CITY, MO 64114
(38.97495158100048, -94.5857573999997)"
90000646,01-03-2009 00:00,14:22,01-03-2009 00:00,14:15,802,13B,Non Agg Assault Dome,211,5200  SOUTH BENTON AV,KANSAS CITY,64129,PJ4214,MPD,Y,1,VIC,B,M,56,"5200 BENTON AV
KANSAS CITY, MO 64129
(39.03902217600046, -94.49601940699966)"
90000647,01-03-2009 00:00,14:20,01-03-2009 00:00,14:10,630,23C,Stealing Shoplifting,411,300  NE ENGLEWOOD RD,KANSAS CITY,64118,PC0724,NPD,U,1,SUS,W,M,30,"300 ENGLEWOOD RD
KANSAS CITY, MO 64118
(39.196677976000444, -94.58459805499967)"
90000649,01-03-2009 00:00,15:14,01-02-2009 00:00,08:00,2601,90Z,Misc Violation,315,5500  SCARRITT AV,KANSAS CITY,64123,PJ0243,EPD,U,1,SUS,U,M,40,"5500 SCARRITT AV
KANSAS CITY, MO 64123
(39.114256158000444, -94.51730188799968)"
90040473,06-01-2009 00:00,11:21,5/29/2009 0:00,22:00,650,23G,Stealing Auto Parts/,133,100  W 39 ST,KANSAS CITY,64111,PJ3132,CPD,U,1,VIC,W,F,33,"100 39 ST
KANSAS CITY, MO 64111
(39.05664153200047, -94.58742262699968)"
90000687,01-03-2009 00:00,17:53,01-03-2009 00:00,17:30,630,23C,Stealing Shoplifting,634,2800  NE VIVION RD,KANSAS CITY,64119,PC0838,SCP,U,2,SUS,W,M,13,"2800 VIVION RD
KANSAS CITY, MO 64119
(39.187973109000495, -94.54569393699967)"
90000686,01-03-2009 00:00,17:53,01-03-2009 00:00,17:53,501,220,Burglary - Residence,232,6700  PASEO,KANSAS CITY,64131,PJ5190,MPD,U,1,SUS,U,U,,"6700 PASEO
KANSAS CITY, MO 64131
(38.973072844000455, -94.56737618399967)"
90000671,01-03-2009 00:00,16:01,01-03-2009 00:00,16:00,801,13B,Non Aggravated Assau,222,5200  WABASH AV,KANSAS CITY,64130,PJ4210,MPD,U,1,SUS,B,M,40,"5200 WABASH AV
KANSAS CITY, MO 64130
(39.031882606000465, -94.55604545299968)"
90000679,01-03-2009 00:00,16:48,01-03-2009 00:00,16:45,401,13A,Aggravated Assault (,321,2700  PEERY AV,KANSAS CITY,64127,PJ1043,EPD,N,2,VIC,B,F,27,"2700 PEERY AV
KANSAS CITY, MO 64127
(39.09973488500049, -94.55044078599968)"
90000681,01-03-2009 00:00,16:40,01-02-2009 00:00,17:40,501,220,Burglary - Residence,345,10300  E 42 ST,KANSAS CITY,64129,PJ3584,EPD,U,1,SUS,U,U,,"10300 42 ST
KANSAS CITY, MO 64129
(39.03902217600046, -94.49601940699966)"
90000678,01-03-2009 00:00,17:20,01-03-2009 00:00,12:00,650,23G,Stealing Auto Parts/,344,6800  E STADIUM DR,KANSAS CITY,64129,PJ3144,EPD,U,1,SUS,U,U,,"6800 STADIUM DR
KANSAS CITY, MO 64129
(39.05754756100049, -94.50465269899968)"
90000685,01-03-2009 00:00,18:17,01-03-2009 00:00,16:27,901,200,Arson,212,6900  ELWYN RD,KCMO,64134,PJ4311,MPD,U,1,SUS,U,U,,"6900 ELWYN RD
KCMO, MO 64134
(38.931213900000444, -94.5017765399997)"
90000684,01-03-2009 00:00,16:21,01-01-2000 00:00,00:01,1702,36B,Statutory Rape,322,1200  COLORADO AV,KANSAS CITY,64127,PJ1303,EPD,U,1,SUS,W,M,,"1200 COLORADO AV
KANSAS CITY, MO 64127
(39.09770143100047, -94.52012822899968)"
90000687,01-03-2009 00:00,17:53,01-03-2009 00:00,17:30,630,23C,Stealing Shoplifting,634,2800  NE VIVION RD,KANSAS CITY,64119,PC0838,SCP,U,1,SUS,W,M,15,"2800 VIVION RD
KANSAS CITY, MO 64119
(39.187973109000495, -94.54569393699967)"
90000687,01-03-2009 00:00,17:53,01-03-2009 00:00,17:30,630,23C,Stealing Shoplifting,634,2800  NE VIVION RD,KANSAS CITY,64119,PC0838,SCP,U,1,VIC,,,,"2800 VIVION RD
KANSAS CITY, MO 64119
(39.187973109000495, -94.54569393699967)"
